,sentence,correct label,predicted label,is correct,is train,
13793,im looking for a moderately priced restaurant in the south part of town,inform,inform,True,True,
13794,may i have the phone number,request,request,True,True,
13795,jamaican food,inform,inform,True,True,
13796,what is the address,request,request,True,True,
13797,cheap,inform,inform,True,True,
13798,post code,request,request,True,True,
13799,what type of food,request,request,True,True,
13800,moderate restaurant in the south part of town,inform,inform,True,True,
13801,international food,inform,inform,True,True,
13802,how about canape food,reqalts,reqalts,True,True,
13803,i need a restaurant,inform,inform,True,True,
13804,thank you good bye,thankyou,thankyou,True,True,
13805,and what type of food does it serve,request,request,True,True,
13806,i dont care thank you good bye,inform,thankyou,False,True,
13807,im looking for a place that serves mexican food,inform,inform,True,True,
13808,may i have the phone number and address,request,request,True,True,
13809,thank you good bye,thankyou,thankyou,True,True,
13810,thank you good bye,thankyou,thankyou,True,True,
13811,whats the phone number,request,request,True,True,
13812,dont care,inform,inform,True,True,
13813,whats the address,request,request,True,True,
13814,can i have the address and phone number please,request,request,True,True,
13815,i want a basque food restaurant,inform,inform,True,True,
13816,i need a cheap restaurant,inform,inform,True,True,
13817,is it in the north part of tow,confirm,confirm,True,True,
13818,dont care,inform,inform,True,True,
13819,yes,affirm,affirm,True,True,
13820,give me another one,reqalts,reqalts,True,True,
13821,yes,affirm,affirm,True,True,
13822,yes,affirm,affirm,True,True,
13823,okay,null,null,True,True,
13824,whats its phone number,request,request,True,True,
13825,im looking for a cheap restaurant that serves italian food,inform,inform,True,True,
13826,id like a restaurant in,inform,inform,True,True,
13827,cheap,inform,inform,True,True,
13828,type of food,request,request,True,True,
13829,a moderately priced restaurant in the west part of town,inform,inform,True,True,
13830,thank you good bye,thankyou,thankyou,True,True,
13831,is there anything else,reqalts,reqalts,True,True,
13832,indonesian food,inform,inform,True,True,
13833,italian food,inform,inform,True,True,
13834,christmas food,inform,inform,True,True,
13835,im looking for a restaurant in the center that serves sea food,inform,inform,True,True,
13836,im looking for a restaurant in any area serving african food,inform,inform,True,True,
13837,yes,affirm,affirm,True,True,
13838,scandinavian,inform,inform,True,True,
13839,thank you good bye,thankyou,thankyou,True,True,
13840,cheap,inform,inform,True,True,
13841,um it doesnt matter,inform,inform,True,True,
13842,phone number,request,request,True,True,
13843,what european food,inform,inform,True,True,
13844,whats the phone number,request,request,True,True,
13845,post code,request,request,True,True,
13846,good bye,bye,bye,True,True,
13847,noise um in the east part of town,inform,inform,True,True,
13848,gastropub,inform,inform,True,True,
13849,east part of town,inform,inform,True,True,
13850,and the post code,request,request,True,True,
13851,address,request,request,True,True,
13852,thank you good bye,thankyou,thankyou,True,True,
13853,thank you good bye,thankyou,thankyou,True,True,
13854,thank you good bye,thankyou,thankyou,True,True,
13855,dont care,inform,inform,True,True,
13856,yes,affirm,affirm,True,True,
13857,whats the phone number,request,request,True,True,
13858,any,inform,inform,True,True,
13859,whats the phone number,request,request,True,True,
13860,thank you good bye,thankyou,thankyou,True,True,
13861,chinese,inform,inform,True,True,
13862,thank you good bye,thankyou,thankyou,True,True,
13863,south part of town,inform,inform,True,True,
13864,thank you good bye,thankyou,thankyou,True,True,
13865,is there anything else,reqalts,reqalts,True,True,
13866,and the telephone number,request,request,True,True,
13867,british food,inform,inform,True,True,
13868,can i have the phone number,request,request,True,True,
13869,um then im looking for european food,inform,inform,True,True,
13870,i need a cheap restaurant in the west part of town,inform,inform,True,True,
13871,im looking for a moderately priced restaurant in the west part of town,inform,inform,True,True,
13872,type of food,request,request,True,True,
13873,noise,null,null,True,True,
13874,i want to find a moderately,inform,inform,True,True,
13875,what is the address,request,request,True,True,
13876,thank you good bye,thankyou,thankyou,True,True,
13877,address,request,request,True,True,
13878,correct,affirm,affirm,True,True,
13879,what is the phone number,request,request,True,True,
13880,i dont care,inform,inform,True,True,
13881,um,null,null,True,True,
13882,other,reqalts,null,False,True,
13883,yes,affirm,affirm,True,True,
13884,i dont care,inform,inform,True,True,
13885,dont care,inform,inform,True,True,
13886,what about international food,reqalts,reqalts,True,True,
13887,gastropub of food,inform,inform,True,True,
13888,spanish,inform,inform,True,True,
13889,can i have the phone number and address of the venue,request,request,True,True,
13890,and whats the phone number,request,request,True,True,
13891,polish food,inform,inform,True,True,
13892,yes,affirm,affirm,True,True,
13893,how about indian food,reqalts,reqalts,True,True,
13894,steak house,inform,inform,True,True,
13895,goodbye,bye,bye,True,True,
13896,i dont care,inform,inform,True,True,
13897,moderately priced food in the north part of town,inform,inform,True,True,
13898,i dont care,inform,inform,True,True,
13899,um any type,inform,inform,True,True,
13900,i need an expensive restaurant in the east part of town,inform,inform,True,True,
13901,sea food,inform,inform,True,True,
13902,okay thank you and good bye,bye,bye,True,True,
13903,east,inform,inform,True,True,
13904,whats the address,request,request,True,True,
13905,im looking for a restaurant that serves european food,inform,inform,True,True,
13906,address and phone number,request,request,True,True,
13907,i dont care,inform,inform,True,True,
13908,yes,affirm,affirm,True,True,
13909,i want a jamaican food restaurant in the center part of town,inform,inform,True,True,
13910,cough,null,null,True,True,
13911,okay and can i get the address,request,request,True,True,
13912,good bye,bye,bye,True,True,
13913,and what area is that in,request,request,True,True,
13914,type of food,request,request,True,True,
13915,what type of food do they serve,request,request,True,True,
13916,yes,affirm,affirm,True,True,
13917,im looking for a cheap restaurant,inform,inform,True,True,
13918,it doesnt matter,inform,inform,True,True,
13919,what is the address and phone number,request,request,True,True,
13920,how about french food,reqalts,reqalts,True,True,
13921,west part of town,inform,inform,True,True,
13922,it doesnt matter,inform,inform,True,True,
13923,the south part of town please,inform,inform,True,True,
13924,what is the price range,request,request,True,True,
13925,may i have the phone number please,request,request,True,True,
13926,british,inform,inform,True,True,
13927,how about gastropub food,reqalts,reqalts,True,True,
13928,no thank you good bye,negate,negate,True,True,
13929,thank you good bye,thankyou,thankyou,True,True,
13930,breath price range,request,request,True,True,
13931,corsica food,inform,inform,True,True,
13932,thank you good bye,thankyou,thankyou,True,True,
13933,what,null,null,True,True,
13934,south,inform,inform,True,True,
13935,south,inform,inform,True,True,
13936,what is the address and phone number,request,request,True,True,
13937,spanish food,inform,inform,True,True,
13938,thank you good bye,thankyou,thankyou,True,True,
13939,what type of food,request,request,True,True,
13940,okay could i have the phone number and post code,request,request,True,True,
13941,thank you good bye,thankyou,thankyou,True,True,
13942,i dont care,inform,inform,True,True,
13943,what is the phone number,request,request,True,True,
13944,thank you good bye,thankyou,thankyou,True,True,
13945,address,request,request,True,True,
13946,thank you goodbye,thankyou,thankyou,True,True,
13947,german,inform,inform,True,True,
13948,bye,bye,bye,True,True,
13949,and the phone number,request,request,True,True,
13950,gastropub,inform,inform,True,True,
13951,i do not care,inform,inform,True,True,
13952,how about italian food in the west part of town,reqalts,reqalts,True,True,
13953,chinese food,inform,inform,True,True,
13954,thank you goodbye,thankyou,thankyou,True,True,
13955,alright whats the address,request,request,True,True,
13956,whats the address,request,request,True,True,
13957,thank you good bye,thankyou,thankyou,True,True,
13958,yes,affirm,affirm,True,True,
13959,unintelligible,null,null,True,True,
13960,okay what is their address,request,request,True,True,
13961,could i have the address and phone number please,request,request,True,True,
13962,what is the address,request,request,True,True,
13963,where is it,request,request,True,True,
13964,whats the phone number,request,request,True,True,
13965,and what is the post code again,request,request,True,True,
13966,is there anything else,reqalts,reqalts,True,True,
13967,thank you good bye,thankyou,thankyou,True,True,
13968,dont care,inform,inform,True,True,
13969,moderately priced,inform,inform,True,True,
13970,no asian oriental,negate,negate,True,True,
13971,is there anything else,reqalts,reqalts,True,True,
13972,moderate price,inform,inform,True,True,
13973,korean food,inform,inform,True,True,
13974,type of food,request,request,True,True,
13975,breath im looking for a restaurant in the east part of tow,inform,inform,True,True,
13976,no,negate,negate,True,True,
13977,thank you good bye,thankyou,thankyou,True,True,
13978,french food,inform,inform,True,True,
13979,knocking,null,null,True,True,
13980,address,request,request,True,True,
13981,spanish food,inform,inform,True,True,
13982,south,inform,inform,True,True,
13983,thank you good bye,thankyou,thankyou,True,True,
13984,goodbye,bye,bye,True,True,
13985,what type of food do they serve,request,request,True,True,
13986,im looking for a moderately priced restaurant in the north part of town,inform,inform,True,True,
13987,looking for a moderately priced restaurant that serves british food,inform,inform,True,True,
13988,thank you good bye,thankyou,thankyou,True,True,
13989,looking for a cheap restaurant in the east part of town,inform,inform,True,True,
13990,thank you good bye,thankyou,thankyou,True,True,
13991,isian food,inform,inform,True,True,
13992,noise,null,null,True,True,
13993,in the north part of town,inform,inform,True,True,
13994,cheap restaurant,inform,inform,True,True,
13995,spanish,inform,inform,True,True,
13996,good bye,bye,bye,True,True,
13997,show me the next,null,reqalts,False,True,
13998,whats the address,request,request,True,True,
13999,okay how about european food,reqalts,reqalts,True,True,
14000,asian oriental food,inform,inform,True,True,
14001,vietnamese,inform,inform,True,True,
14002,no im looking for asian oriental,negate,negate,True,True,
14003,noise,null,null,True,True,
14004,what is the address and phone number,request,request,True,True,
14005,area train,request,request,True,True,
14006,im looking for a cheap restaurant in the south part of town,inform,inform,True,True,
14007,whats the phone number,request,request,True,True,
14008,i dont care noise,inform,inform,True,True,
14009,yes,affirm,affirm,True,True,
14010,type of food does it serve,request,request,True,True,
14011,noise,null,null,True,True,
14012,im looking for expensive spanish food,inform,inform,True,True,
14013,im looking for a cheap restaurant in the east part of town,inform,inform,True,True,
14014,im looking for a cheap restaurant in the west part of town,inform,inform,True,True,
14015,may i have the address phone number and post code,request,request,True,True,
14016,thank you good bye,thankyou,thankyou,True,True,
14017,any price range,inform,inform,True,True,
14018,dont care,inform,inform,True,True,
14019,and whats the price range,request,request,True,True,
14020,what type of food,request,request,True,True,
14021,unintelligible,null,null,True,True,
14022,thank you good bye,thankyou,thankyou,True,True,
14023,east,inform,inform,True,True,
14024,any price range,inform,inform,True,True,
14025,unintelligible,null,null,True,True,
14026,anything else,reqalts,reqalts,True,True,
14027,phone number,request,request,True,True,
14028,can i have the phone number,request,request,True,True,
14029,yes,affirm,affirm,True,True,
14030,im looking for an expensive restaurant in the south part of town,inform,inform,True,True,
14031,thank you good bye,thankyou,thankyou,True,True,
14032,what about chinese food,reqalts,reqalts,True,True,
14033,noise,null,null,True,True,
14034,chinese food,inform,inform,True,True,
14035,may i have the address and phone number,request,request,True,True,
14036,any,inform,inform,True,True,
14037,italian food,inform,inform,True,True,
14038,telephone number,request,request,True,True,
14039,im looking a cheap restaurant in the south part of town,inform,inform,True,True,
14040,im looking for a restaurant that serves corsica food,inform,inform,True,True,
14041,south part of town,inform,inform,True,True,
14042,wrong,deny,deny,True,True,
14043,right,affirm,affirm,True,True,
14044,what is the price range,request,request,True,True,
14045,address,request,request,True,True,
14046,whats the phone number,request,request,True,True,
14047,noise,null,null,True,True,
14048,okay,null,null,True,True,
14049,stop,bye,inform,False,True,
14050,whats the address,request,request,True,True,
14051,in the west part,inform,inform,True,True,
14052,okay,null,null,True,True,
14053,i dont care,inform,inform,True,True,
14054,what is the phone number,request,request,True,True,
14055,okay,null,null,True,True,
14056,cheap restaurant,inform,inform,True,True,
14057,i dont care,inform,inform,True,True,
14058,anything else,reqalts,reqalts,True,True,
14059,thank you good bye,thankyou,thankyou,True,True,
14060,no,negate,negate,True,True,
14061,thank you good bye,thankyou,thankyou,True,True,
14062,thank you,thankyou,thankyou,True,True,
14063,thank you goodbye,thankyou,thankyou,True,True,
14064,system,null,null,True,True,
14065,fine,ack,inform,False,True,
14066,how about the phone number,request,request,True,True,
14067,um east part,inform,inform,True,True,
14068,what about indian foods,inform,reqalts,False,True,
14069,uh thai food,inform,inform,True,True,
14070,i dont know,inform,inform,True,True,
14071,i need a restaurant in the east part of town that serves canape food,inform,inform,True,True,
14072,thank you good bye,thankyou,thankyou,True,True,
14073,noise,null,null,True,True,
14074,phone number,request,request,True,True,
14075,thank you good bye,thankyou,thankyou,True,True,
14076,i dont care,inform,inform,True,True,
14077,uh low price range,inform,request,False,True,
14078,no,negate,negate,True,True,
14079,okay and thank you and good bye,thankyou,bye,False,True,
14080,what is the price range,request,request,True,True,
14081,im looking for a cheap restaurant,inform,inform,True,True,
14082,asian oriental food in the north part of town,inform,inform,True,True,
14083,type of food,request,request,True,True,
14084,how about chinese food,reqalts,reqalts,True,True,
14085,thank you good bye,thankyou,thankyou,True,True,
14086,dont care,inform,inform,True,True,
14087,whats the address,request,request,True,True,
14088,yes,affirm,affirm,True,True,
14089,a restaurant in the west part of town,inform,inform,True,True,
14090,phone number,request,request,True,True,
14091,id like a moderately priced restaurant that serves cuban food please,inform,inform,True,True,
14092,phone number,request,request,True,True,
14093,anything else,reqalts,reqalts,True,True,
14094,what type of food do they serve,request,request,True,True,
14095,thank you goodbye,thankyou,thankyou,True,True,
14096,what is the address and phone number,request,request,True,True,
14097,how about canapes,reqalts,reqalts,True,True,
14098,address,request,request,True,True,
14099,thank you good bye,thankyou,thankyou,True,True,
14100,noise,null,null,True,True,
14101,any food,inform,inform,True,True,
14102,thank you good bye,thankyou,thankyou,True,True,
14103,phone number,request,request,True,True,
14104,moderately priced,inform,inform,True,True,
14105,what is the post code,request,request,True,True,
14106,sil,null,null,True,True,
14107,the address,request,request,True,True,
14108,cheap,inform,inform,True,True,
14109,south,inform,inform,True,True,
14110,south part,inform,inform,True,True,
14111,whats the address and price range,request,request,True,True,
14112,type of food,request,request,True,True,
14113,post code,request,request,True,True,
14114,okay thank you and good bye,bye,bye,True,True,
14115,yawning thank you and good bye,bye,thankyou,False,True,
14116,i do not care,inform,inform,True,True,
14117,phone number,request,request,True,True,
14118,address,request,request,True,True,
14119,pan,null,inform,False,True,
14120,more,reqmore,null,False,True,
14121,um i dont care i just want traditional food,inform,inform,True,True,
14122,im looking for a moderately priced restaurant in the west part,inform,inform,True,True,
14123,thank you good bye,thankyou,thankyou,True,True,
14124,anything else,reqalts,reqalts,True,True,
14125,okay how about italian food,reqalts,reqalts,True,True,
14126,moderate,inform,inform,True,True,
14127,phone number,request,request,True,True,
14128,and the address,request,request,True,True,
14129,is there anything else,reqalts,reqalts,True,True,
14130,what is the address,request,request,True,True,
14131,whats the address,request,request,True,True,
14132,italian,inform,inform,True,True,
14133,ah can i find a unintelligible restaurant serving scotch food,inform,inform,True,True,
14134,unusual food,inform,inform,True,True,
14135,phone number,request,request,True,True,
14136,okay cool uh good bye thank you,thankyou,thankyou,True,True,
14137,no,negate,negate,True,True,
14138,are they expensive,inform,inform,True,True,
14139,thank you good bye,thankyou,thankyou,True,True,
14140,how about indian food,reqalts,reqalts,True,True,
14141,african food,inform,inform,True,True,
14142,what is the phone number,request,request,True,True,
14143,thai food,inform,inform,True,True,
14144,i would like a cheap restaurant in the south part of town,inform,inform,True,True,
14145,care,null,inform,False,True,
14146,care,null,inform,False,True,
14147,thank you good bye,thankyou,thankyou,True,True,
14148,i want to find indian food then,inform,inform,True,True,
14149,what type of food,request,request,True,True,
14150,good bye,bye,bye,True,True,
14151,im looking for a cheap restaurant in the north part of town,inform,inform,True,True,
14152,thank you good bye,thankyou,thankyou,True,True,
14153,address,request,request,True,True,
14154,turkish,inform,inform,True,True,
14155,phone number,request,request,True,True,
14156,i dont care,inform,inform,True,True,
14157,spanish,inform,inform,True,True,
14158,location,request,request,True,True,
14159,whats the address,request,request,True,True,
14160,moderate,inform,inform,True,True,
14161,sil,null,null,True,True,
14162,good bye,bye,bye,True,True,
14163,i dont care about prices,inform,inform,True,True,
14164,thank you good bye,thankyou,thankyou,True,True,
14165,can i get the address,request,request,True,True,
14166,thank you good bye,thankyou,thankyou,True,True,
14167,phone number,request,request,True,True,
14168,i dont care,inform,inform,True,True,
14169,dont care,inform,inform,True,True,
14170,east part,inform,inform,True,True,
14171,im looking for a restaurant that serves austrian food,inform,inform,True,True,
14172,what about korean food,reqalts,reqalts,True,True,
14173,i dont care,inform,inform,True,True,
14174,noise,null,null,True,True,
14175,im looking for a chinese restaurant,inform,inform,True,True,
14176,thank you goodbye,thankyou,thankyou,True,True,
14177,i am looking for a restaurant in the north part of town serving indian food,inform,inform,True,True,
14178,does it serve gastropub,confirm,confirm,True,True,
14179,expensive,inform,inform,True,True,
14180,what is the address,request,request,True,True,
14181,i want to find a expensive restaurant and it should serve english food,inform,inform,True,True,
14182,yes,affirm,affirm,True,True,
14183,type of food,request,request,True,True,
14184,british food,inform,inform,True,True,
14185,thank you goodbye,thankyou,thankyou,True,True,
14186,noise,null,null,True,True,
14187,thank you good bye,thankyou,thankyou,True,True,
14188,address phone number price range,request,request,True,True,
14189,phone number,request,request,True,True,
14190,no,negate,negate,True,True,
14191,south,inform,inform,True,True,
14192,doesnt matter,inform,inform,True,True,
14193,noise,null,null,True,True,
14194,can i have post code,request,request,True,True,
14195,phone number,request,request,True,True,
14196,phone number,request,request,True,True,
14197,oh whats the phone number,request,request,True,True,
14198,i dont care,inform,inform,True,True,
14199,whats the address,request,request,True,True,
14200,noise,null,null,True,True,
14201,moderate,inform,inform,True,True,
14202,chinese food,inform,inform,True,True,
14203,thank you goodbye,thankyou,thankyou,True,True,
14204,korean type food,inform,inform,True,True,
14205,id like to find a restaurant that serves portuguese food,inform,inform,True,True,
14206,okay and whats their phone number please,request,request,True,True,
14207,center,inform,inform,True,True,
14208,modern european,inform,inform,True,True,
14209,phone number,request,request,True,True,
14210,thank you good bye,thankyou,thankyou,True,True,
14211,canapes,inform,inform,True,True,
14212,east,inform,inform,True,True,
14213,thank you good bye,thankyou,thankyou,True,True,
14214,barbecue food,inform,inform,True,True,
14215,west,inform,inform,True,True,
14216,okay just pick one for me then,ack,ack,True,True,
14217,expensive,inform,inform,True,True,
14218,japanese food,inform,inform,True,True,
14219,address,request,request,True,True,
14220,thank you good bye,thankyou,thankyou,True,True,
14221,and the post code,request,request,True,True,
14222,spanish food,inform,inform,True,True,
14223,expensive,inform,inform,True,True,
14224,may i have the phone number,request,request,True,True,
14225,any,inform,inform,True,True,
14226,can i have the address,request,request,True,True,
14227,what type of food,request,request,True,True,
14228,what is the address and phone number,request,request,True,True,
14229,chinese,inform,inform,True,True,
14230,indian food,inform,inform,True,True,
14231,any price range,inform,inform,True,True,
14232,thank you goodbye,thankyou,thankyou,True,True,
14233,vegetarian food please,inform,inform,True,True,
14234,british food,inform,inform,True,True,
14235,unintelligible,null,null,True,True,
14236,phone number,request,request,True,True,
14237,thank you good bye,thankyou,thankyou,True,True,
14238,what is the address,request,request,True,True,
14239,change that to mediterranean food,inform,inform,True,True,
14240,sil,null,null,True,True,
14241,noise,null,null,True,True,
14242,yes,affirm,affirm,True,True,
14243,i want french,inform,inform,True,True,
14244,and what type of food,request,request,True,True,
14245,id like a restaurant that serves asian food,inform,inform,True,True,
14246,moderate,inform,inform,True,True,
14247,what area is it in,request,request,True,True,
14248,north american,inform,inform,True,True,
14249,and the phone number,request,request,True,True,
14250,what about chinese,reqalts,reqalts,True,True,
14251,im looking for a restaurant in the east part of town,inform,inform,True,True,
14252,restaurant in the south part of town,inform,inform,True,True,
14253,whats the phone number,request,request,True,True,
14254,any area,inform,inform,True,True,
14255,okay whats the post code,request,request,True,True,
14256,whats the address,request,request,True,True,
14257,sil,null,null,True,True,
14258,thank you good bye,thankyou,thankyou,True,True,
14259,thank you goodbye,thankyou,thankyou,True,True,
14260,no,negate,negate,True,True,
14261,what is the address and phone number,request,request,True,True,
14262,no im looking for eritrean food,negate,negate,True,True,
14263,water cherries thank you good bye,thankyou,thankyou,True,True,
14264,yes,affirm,affirm,True,True,
14265,i dont care,inform,inform,True,True,
14266,whats the phone number,request,request,True,True,
14267,what about korean food,reqalts,reqalts,True,True,
14268,whats the address,request,request,True,True,
14269,greek food,inform,inform,True,True,
14270,japanese food in the center of town,inform,inform,True,True,
14271,goodbye,bye,bye,True,True,
14272,what is the phone number,request,request,True,True,
14273,post code,request,request,True,True,
14274,how about indian food,reqalts,reqalts,True,True,
14275,phone number,request,request,True,True,
14276,price range,request,request,True,True,
14277,moderate,inform,inform,True,True,
14278,italian,inform,inform,True,True,
14279,french food,inform,inform,True,True,
14280,restaurant in the south part of town that serves mexican food,inform,inform,True,True,
14281,i dont care,inform,inform,True,True,
14282,phone number,request,request,True,True,
14283,type of food,request,request,True,True,
14284,find indian restaurant in north of town,inform,inform,True,True,
14285,phone number,request,request,True,True,
14286,give me another choice,reqalts,reqalts,True,True,
14287,thank you good bye,thankyou,thankyou,True,True,
14288,address,request,request,True,True,
14289,address and food,request,request,True,True,
14290,how about a moderately priced restauran,reqalts,reqalts,True,True,
14291,west,inform,inform,True,True,
14292,uh no,negate,negate,True,True,
14293,noise,null,null,True,True,
14294,spanish food,inform,inform,True,True,
14295,thank you good bye,thankyou,thankyou,True,True,
14296,korean food,inform,inform,True,True,
14297,can i have the phone number of the venue,request,request,True,True,
14298,the addre,null,request,False,True,
14299,eritrean food,inform,inform,True,True,
14300,the center of town,inform,inform,True,True,
14301,i dont care,inform,inform,True,True,
14302,i dont care,inform,inform,True,True,
14303,doesnt matter,inform,inform,True,True,
14304,okay whats the price range,request,request,True,True,
14305,doesnt matter,inform,inform,True,True,
14306,spanish food,inform,inform,True,True,
14307,noise,null,null,True,True,
14308,i need a restaurant serving asian oriental in the north part of town,inform,inform,True,True,
14309,iam looking for a cheap restaurant and it should be in the north part of town,inform,inform,True,True,
14310,phone number,request,request,True,True,
14311,swedish,inform,inform,True,True,
14312,yes,affirm,affirm,True,True,
14313,thank you good bye,thankyou,thankyou,True,True,
14314,noise,null,null,True,True,
14315,thank you goodbye,thankyou,thankyou,True,True,
14316,looking for a restaurant in the east part of town,inform,inform,True,True,
14317,im looking for a restaurant in any area that serves north american type,inform,inform,True,True,
14318,thank you good bye,thankyou,thankyou,True,True,
14319,moderate,inform,inform,True,True,
14320,im looking for a moderate priced restaurant in south part of,inform,inform,True,True,
14321,system,null,null,True,True,
14322,is there any serving spanish food,inform,inform,True,True,
14323,thank you goodbye,thankyou,thankyou,True,True,
14324,unusual food,inform,inform,True,True,
14325,cheap restaurant,inform,inform,True,True,
14326,no im looking in the south of the town,negate,negate,True,True,
14327,what kind of food does it serve,request,request,True,True,
14328,yes,affirm,affirm,True,True,
14329,can i have the phone number,request,request,True,True,
14330,sil,null,null,True,True,
14331,good bye thank you,thankyou,thankyou,True,True,
14332,thank you goodbye,thankyou,thankyou,True,True,
14333,address,request,request,True,True,
14334,thank you good bye,thankyou,thankyou,True,True,
14335,what is the phone number and address,request,request,True,True,
14336,thank you good bye,thankyou,thankyou,True,True,
14337,how about mediterranean food,reqalts,reqalts,True,True,
14338,thank you good bye,thankyou,thankyou,True,True,
14339,and the post code,request,request,True,True,
14340,type of food,request,request,True,True,
14341,is there one in the west area,inform,inform,True,True,
14342,thank you good bye,thankyou,thankyou,True,True,
14343,world food any price range,inform,inform,True,True,
14344,address phone number and price range,request,request,True,True,
14345,north part of town,inform,inform,True,True,
14346,thank you good bye,thankyou,thankyou,True,True,
14347,sil,null,null,True,True,
14348,sea food,inform,inform,True,True,
14349,thank you good bye,thankyou,thankyou,True,True,
14350,spanish,inform,inform,True,True,
14351,what is the post code,request,request,True,True,
14352,cheap restaurant in the north,inform,inform,True,True,
14353,italian,inform,inform,True,True,
14354,can i get the address,request,request,True,True,
14355,is there anything else,reqalts,reqalts,True,True,
14356,address,request,request,True,True,
14357,phone number,request,request,True,True,
14358,east,inform,inform,True,True,
14359,expensive price range,request,request,True,True,
14360,world food,inform,inform,True,True,
14361,indian restaurant,inform,inform,True,True,
14362,thank you good bye,thankyou,thankyou,True,True,
14363,thank you have a good day,thankyou,thankyou,True,True,
14364,thank you good bye,thankyou,thankyou,True,True,
14365,what is the address and phone number,request,request,True,True,
14366,west,inform,inform,True,True,
14367,thank you,thankyou,thankyou,True,True,
14368,price range,request,request,True,True,
14369,thank you good bye,thankyou,thankyou,True,True,
14370,address and,request,request,True,True,
14371,phone number,request,request,True,True,
14372,french,inform,inform,True,True,
14373,looking for a moderately priced restaurant in the west part of town,inform,inform,True,True,
14374,west,inform,inform,True,True,
14375,telephone number,request,request,True,True,
14376,im looking for a restaurant in the center that serves bistro food,inform,inform,True,True,
14377,noise,null,null,True,True,
14378,okay how about modern european food,reqalts,reqalts,True,True,
14379,thank you goodbye,thankyou,thankyou,True,True,
14380,is there anything else,reqalts,reqalts,True,True,
14381,can i get the phone number,request,request,True,True,
14382,i would like to find an expensive restaurant that serves corsica food,inform,inform,True,True,
14383,and what is the post code,request,request,True,True,
14384,does it serve canapes food,confirm,confirm,True,True,
14385,thank you good bye,thankyou,thankyou,True,True,
14386,whats the address,request,request,True,True,
14387,thank you good bye,thankyou,thankyou,True,True,
14388,and whats their,null,null,True,True,
14389,anything else,reqalts,reqalts,True,True,
14390,right,affirm,affirm,True,True,
14391,east,inform,inform,True,True,
14392,what is the address,request,request,True,True,
14393,address,request,request,True,True,
14394,modern european,inform,inform,True,True,
14395,address,request,request,True,True,
14396,yes,affirm,affirm,True,True,
14397,yes,affirm,affirm,True,True,
14398,thank you good bye,thankyou,thankyou,True,True,
14399,price range,request,request,True,True,
14400,food,inform,inform,True,True,
14401,cheap restaurant,inform,inform,True,True,
14402,no im looking for turkish,negate,negate,True,True,
14403,no,negate,negate,True,True,
14404,cheap,inform,inform,True,True,
14405,im looking for a restaurant that serves romanian food,inform,inform,True,True,
14406,address,request,request,True,True,
14407,how about british food,reqalts,reqalts,True,True,
14408,the area,request,request,True,True,
14409,yeah,affirm,affirm,True,True,
14410,south part of town,inform,inform,True,True,
14411,east,inform,inform,True,True,
14412,north part of town,inform,inform,True,True,
14413,whats the address,request,request,True,True,
14414,no,negate,negate,True,True,
14415,moderately priced restaurant,inform,inform,True,True,
14416,how about cantonese food,reqalts,reqalts,True,True,
14417,repeat,repeat,repeat,True,True,
14418,restaurant in the east part of town,inform,inform,True,True,
14419,good bye,bye,bye,True,True,
14420,thank you good bye,thankyou,thankyou,True,True,
14421,turkish food,inform,inform,True,True,
14422,thank you good bye,thankyou,thankyou,True,True,
14423,north,inform,inform,True,True,
14424,asian oriental,inform,inform,True,True,
14425,thank you goodbye,thankyou,thankyou,True,True,
14426,an expensive restaurant,inform,inform,True,True,
14427,spanish,inform,inform,True,True,
14428,whats the phone number,request,request,True,True,
14429,brazilian,inform,inform,True,True,
14430,thank you good bye,thankyou,thankyou,True,True,
14431,id like to know the address phone number and post code,request,request,True,True,
14432,how about vietnamese food,reqalts,reqalts,True,True,
14433,barbecue food,inform,inform,True,True,
14434,looking for a restaurant in the west part of town,inform,inform,True,True,
14435,can i have the address,request,request,True,True,
14436,phone number,request,request,True,True,
14437,north part of town,inform,inform,True,True,
14438,is there anything else,reqalts,reqalts,True,True,
14439,what is the address,request,request,True,True,
14440,what is the address,request,request,True,True,
14441,im looking for portuguese food,inform,inform,True,True,
14442,oh i dont care,inform,inform,True,True,
14443,english please,inform,inform,True,True,
14444,thank you and price range,thankyou,thankyou,True,True,
14445,noise,null,null,True,True,
14446,id like a restaurant in any area that serves japanese food,inform,inform,True,True,
14447,gastropub food,inform,inform,True,True,
14448,i need a vietnamese restaurant,inform,inform,True,True,
14449,west,inform,inform,True,True,
14450,are there any other restaurants,reqalts,reqalts,True,True,
14451,i want a restaurant in any area that serves vietnamese food,inform,inform,True,True,
14452,yes,affirm,affirm,True,True,
14453,what is the price range of this venue,request,request,True,True,
14454,any,inform,inform,True,True,
14455,any price range,inform,inform,True,True,
14456,what is the address,request,request,True,True,
14457,there,null,null,True,True,
14458,indian restaurant,inform,inform,True,True,
14459,fancy restaurant moroccan food,inform,inform,True,True,
14460,i dont care,inform,inform,True,True,
14461,good bye,bye,bye,True,True,
14462,can i have a cheap restaurant,inform,inform,True,True,
14463,um chinese food,inform,inform,True,True,
14464,find moderately priced restaurant in the west part of town,inform,inform,True,True,
14465,and the phone number,request,request,True,True,
14466,thank you good bye,thankyou,thankyou,True,True,
14467,um modern european food,inform,inform,True,True,
